n,m,final_balance,total_return,trade_count,yearly_details
17,35,"₩335,436,810",33443.68%,106,"2014: ₩624,309 (-37.57%); 2015: ₩504,315 (-19.22%); 2016: ₩763,796 (51.45%); 2017: ₩3,417,275 (347.41%); 2018: ₩11,671,587 (241.55%); 2019: ₩15,240,168 (30.57%); 2020: ₩28,987,236 (90.20%); 2021: ₩138,858,961 (379.03%); 2022: ₩100,778,064 (-27.42%); 2023: ₩134,616,437 (33.58%); 2024: ₩339,059,772 (151.87%); 2025: ₩335,436,810 (-1.07%)"
17,36,"₩546,486,689",54548.67%,106,"2014: ₩623,260 (-37.67%); 2015: ₩534,014 (-14.32%); 2016: ₩812,057 (52.07%); 2017: ₩3,638,463 (348.06%); 2018: ₩12,273,727 (237.33%); 2019: ₩15,640,521 (27.43%); 2020: ₩28,844,659 (84.42%); 2021: ₩246,628,380 (755.02%); 2022: ₩179,166,459 (-27.35%); 2023: ₩239,325,399 (33.58%); 2024: ₩552,389,143 (130.81%); 2025: ₩546,486,689 (-1.07%)"
17,37,"₩647,762,748",64676.27%,100,"2014: ₩866,615 (-13.34%); 2015: ₩743,812 (-14.17%); 2016: ₩1,131,089 (52.07%); 2017: ₩5,184,513 (358.36%); 2018: ₩16,271,060 (213.84%); 2019: ₩20,843,651 (28.10%); 2020: ₩38,440,409 (84.42%); 2021: ₩313,810,327 (716.36%); 2022: ₩219,632,765 (-30.01%); 2023: ₩298,167,678 (35.76%); 2024: ₩654,759,057 (119.59%); 2025: ₩647,762,748 (-1.07%)"
17,38,"₩546,627,367",54562.74%,96,"2014: ₩869,542 (-13.05%); 2015: ₩732,902 (-15.71%); 2016: ₩1,084,993 (48.04%); 2017: ₩4,973,224 (358.36%); 2018: ₩13,898,565 (179.47%); 2019: ₩16,571,958 (19.24%); 2020: ₩29,815,133 (79.91%); 2021: ₩243,397,423 (716.36%); 2022: ₩188,877,423 (-22.40%); 2023: ₩223,559,933 (18.36%); 2024: ₩552,531,340 (147.15%); 2025: ₩546,627,367 (-1.07%)"
17,39,"₩490,573,710",48957.37%,92,"2014: ₩885,645 (-11.44%); 2015: ₩746,474 (-15.71%); 2016: ₩1,244,847 (66.76%); 2017: ₩5,368,455 (331.25%); 2018: ₩14,762,385 (174.98%); 2019: ₩15,681,944 (6.23%); 2020: ₩28,213,881 (79.91%); 2021: ₩217,894,779 (672.30%); 2022: ₩170,453,787 (-21.77%); 2023: ₩202,043,682 (18.53%); 2024: ₩495,872,264 (145.43%); 2025: ₩490,573,710 (-1.07%)"
17,40,"₩210,191,531",20919.15%,92,"2014: ₩881,253 (-11.87%); 2015: ₩837,181 (-5.00%); 2016: ₩1,417,782 (69.35%); 2017: ₩4,310,833 (204.05%); 2018: ₩11,673,474 (170.79%); 2019: ₩12,524,629 (7.29%); 2020: ₩22,725,100 (81.44%); 2021: ₩172,187,738 (657.70%); 2022: ₩71,847,334 (-58.27%); 2023: ₩86,567,767 (20.49%); 2024: ₩212,461,753 (145.43%); 2025: ₩210,191,531 (-1.07%)"
17,41,"₩181,386,788",18038.68%,90,"2014: ₩539,339 (-46.07%); 2015: ₩512,366 (-5.00%); 2016: ₩752,861 (46.94%); 2017: ₩2,289,111 (204.05%); 2018: ₩6,307,054 (175.52%); 2019: ₩6,734,661 (6.78%); 2020: ₩12,219,590 (81.44%); 2021: ₩90,435,410 (640.09%); 2022: ₩37,505,363 (-58.53%); 2023: ₩47,053,114 (25.46%); 2024: ₩183,345,898 (289.66%); 2025: ₩181,386,788 (-1.07%)"
17,42,"₩146,749,728",14574.97%,90,"2014: ₩563,030 (-43.70%); 2015: ₩513,210 (-8.85%); 2016: ₩702,770 (36.94%); 2017: ₩2,136,806 (204.05%); 2018: ₩5,782,782 (170.63%); 2019: ₩6,148,534 (6.32%); 2020: ₩10,757,427 (74.96%); 2021: ₩74,655,217 (593.99%); 2022: ₩29,986,081 (-59.83%); 2023: ₩37,667,043 (25.62%); 2024: ₩145,041,796 (285.06%); 2025: ₩146,749,728 (1.18%)"
17,43,"₩191,511,692",19051.17%,88,"2014: ₩563,030 (-43.70%); 2015: ₩673,270 (19.58%); 2016: ₩931,028 (38.28%); 2017: ₩2,791,340 (199.81%); 2018: ₩7,595,943 (172.13%); 2019: ₩8,076,374 (6.32%); 2020: ₩14,130,362 (74.96%); 2021: ₩98,062,966 (593.99%); 2022: ₩38,454,058 (-60.79%); 2023: ₩54,353,464 (41.35%); 2024: ₩189,282,803 (248.24%); 2025: ₩191,511,692 (1.18%)"
17,44,"₩146,747,326",14574.73%,86,"2014: ₩563,030 (-43.70%); 2015: ₩506,341 (-10.07%); 2016: ₩1,166,253 (130.33%); 2017: ₩3,496,574 (199.81%); 2018: ₩10,515,614 (200.74%); 2019: ₩11,242,548 (6.91%); 2020: ₩19,515,943 (73.59%); 2021: ₩48,707,036 (149.58%); 2022: ₩32,097,842 (-34.10%); 2023: ₩41,632,288 (29.70%); 2024: ₩145,039,422 (248.38%); 2025: ₩146,747,326 (1.18%)"
17,45,"₩287,477,685",28647.77%,84,"2014: ₩554,279 (-44.57%); 2015: ₩502,468 (-9.35%); 2016: ₩1,157,334 (130.33%); 2017: ₩3,447,772 (197.91%); 2018: ₩10,481,317 (204.00%); 2019: ₩10,805,230 (3.09%); 2020: ₩18,756,803 (73.59%); 2021: ₩95,736,510 (410.41%); 2022: ₩63,072,546 (-34.12%); 2023: ₩81,557,559 (29.31%); 2024: ₩284,131,905 (248.38%); 2025: ₩287,477,685 (1.18%)"
17,46,"₩185,806,994",18480.70%,82,"2014: ₩554,279 (-44.57%); 2015: ₩505,430 (-8.81%); 2016: ₩1,054,337 (108.60%); 2017: ₩2,878,603 (173.02%); 2018: ₩7,183,585 (149.55%); 2019: ₩7,309,119 (1.75%); 2020: ₩13,108,589 (79.35%); 2021: ₩62,451,945 (376.42%); 2022: ₩41,348,443 (-33.79%); 2023: ₩54,908,058 (32.79%); 2024: ₩183,644,498 (234.46%); 2025: ₩185,806,994 (1.18%)"
17,47,"₩179,600,334",17860.03%,78,"2014: ₩554,279 (-44.57%); 2015: ₩515,941 (-6.92%); 2016: ₩1,076,263 (108.60%); 2017: ₩2,938,465 (173.02%); 2018: ₩8,154,652 (177.51%); 2019: ₩8,231,626 (0.94%); 2020: ₩14,149,706 (71.89%); 2021: ₩67,412,036 (376.42%); 2022: ₩44,060,968 (-34.64%); 2023: ₩52,955,122 (20.19%); 2024: ₩177,510,073 (235.21%); 2025: ₩179,600,334 (1.18%)"
17,48,"₩205,391,914",20439.19%,82,"2014: ₩828,223 (-17.18%); 2015: ₩769,473 (-7.09%); 2016: ₩1,777,105 (130.95%); 2017: ₩4,851,938 (173.02%); 2018: ₩12,115,401 (149.70%); 2019: ₩12,229,762 (0.94%); 2020: ₩20,774,501 (69.87%); 2021: ₩94,335,731 (354.09%); 2022: ₩54,046,241 (-42.71%); 2023: ₩64,956,025 (20.19%); 2024: ₩205,391,914 (216.20%)"
17,49,"₩139,768,065",13876.81%,82,"2014: ₩828,223 (-17.18%); 2015: ₩750,844 (-9.34%); 2016: ₩1,734,080 (130.95%); 2017: ₩4,947,751 (185.32%); 2018: ₩11,501,057 (132.45%); 2019: ₩11,721,066 (1.91%); 2020: ₩14,641,318 (24.91%); 2021: ₩66,485,325 (354.09%); 2022: ₩38,240,152 (-42.48%); 2023: ₩45,959,315 (20.19%); 2024: ₩139,768,065 (204.11%)"
17,50,"₩137,669,620",13666.96%,82,"2014: ₩828,223 (-17.18%); 2015: ₩746,800 (-9.83%); 2016: ₩1,700,197 (127.66%); 2017: ₩4,769,958 (180.55%); 2018: ₩10,906,149 (128.64%); 2019: ₩11,582,104 (6.20%); 2020: ₩14,467,735 (24.91%); 2021: ₩65,697,094 (354.09%); 2022: ₩36,910,642 (-43.82%); 2023: ₩44,361,431 (20.19%); 2024: ₩137,669,620 (210.34%)"
17,51,"₩153,848,681",15284.87%,80,"2014: ₩828,223 (-17.18%); 2015: ₩718,375 (-13.26%); 2016: ₩1,586,341 (120.82%); 2017: ₩5,022,831 (216.63%); 2018: ₩11,484,326 (128.64%); 2019: ₩11,855,569 (3.23%); 2020: ₩14,809,332 (24.91%); 2021: ₩67,649,964 (356.81%); 2022: ₩40,196,428 (-40.58%); 2023: ₩48,310,486 (20.19%); 2024: ₩153,848,681 (218.46%)"
17,52,"₩215,297,964",21429.80%,80,"2014: ₩784,926 (-21.51%); 2015: ₩675,543 (-13.94%); 2016: ₩1,487,282 (120.16%); 2017: ₩4,709,184 (216.63%); 2018: ₩11,727,514 (149.03%); 2019: ₩12,437,357 (6.05%); 2020: ₩20,295,229 (63.18%); 2021: ₩92,709,888 (356.81%); 2022: ₩54,870,815 (-40.81%); 2023: ₩65,947,047 (20.19%); 2024: ₩130,980,981 (98.62%); 2025: ₩215,297,964 (64.37%)"
17,53,"₩205,266,309",20426.63%,76,"2014: ₩784,926 (-21.51%); 2015: ₩719,202 (-8.37%); 2016: ₩1,583,403 (120.16%); 2017: ₩5,100,426 (222.12%); 2018: ₩11,780,473 (130.97%); 2019: ₩12,167,283 (3.28%); 2020: ₩18,961,299 (55.84%); 2021: ₩86,151,343 (354.35%); 2022: ₩52,314,149 (-39.28%); 2023: ₩62,874,292 (20.19%); 2024: ₩124,878,016 (98.62%); 2025: ₩205,266,309 (64.37%)"
17,54,"₩251,809,123",25080.91%,72,"2014: ₩784,926 (-21.51%); 2015: ₩719,202 (-8.37%); 2016: ₩1,583,403 (120.16%); 2017: ₩5,138,312 (224.51%); 2018: ₩14,343,181 (179.14%); 2019: ₩15,556,392 (8.46%); 2020: ₩24,495,742 (57.46%); 2021: ₩111,297,284 (354.35%); 2022: ₩64,996,208 (-41.60%); 2023: ₩77,571,608 (19.35%); 2024: ₩153,193,302 (97.49%); 2025: ₩251,809,123 (64.37%)"
17,55,"₩250,783,883",24978.39%,72,"2014: ₩784,926 (-21.51%); 2015: ₩710,867 (-9.44%); 2016: ₩1,559,847 (119.43%); 2017: ₩5,111,254 (227.68%); 2018: ₩14,505,256 (183.79%); 2019: ₩15,865,055 (9.37%); 2020: ₩24,831,871 (56.52%); 2021: ₩112,824,497 (354.35%); 2022: ₩66,017,490 (-41.49%); 2023: ₩78,790,486 (19.35%); 2024: ₩152,569,576 (93.64%); 2025: ₩250,783,883 (64.37%)"
17,56,"₩241,841,858",24084.19%,70,"2014: ₩730,469 (-26.95%); 2015: ₩652,957 (-10.61%); 2016: ₩1,442,103 (120.86%); 2017: ₩4,713,090 (226.82%); 2018: ₩13,375,305 (183.79%); 2019: ₩14,652,680 (9.55%); 2020: ₩22,934,270 (56.52%); 2021: ₩102,052,971 (344.98%); 2022: ₩63,103,928 (-38.17%); 2023: ₩75,313,212 (19.35%); 2024: ₩147,477,553 (95.82%); 2025: ₩241,841,858 (63.99%)"
17,57,"₩222,353,078",22135.31%,70,"2014: ₩730,469 (-26.95%); 2015: ₩656,783 (-10.09%); 2016: ₩1,467,925 (123.50%); 2017: ₩4,788,056 (226.18%); 2018: ₩13,270,283 (177.15%); 2019: ₩15,144,188 (14.12%); 2020: ₩22,618,156 (49.35%); 2021: ₩100,646,327 (344.98%); 2022: ₩61,302,710 (-39.09%); 2023: ₩67,822,789 (10.64%); 2024: ₩135,593,102 (99.92%); 2025: ₩222,353,078 (63.99%)"
17,58,"₩255,459,636",25445.96%,68,"2014: ₩742,003 (-25.80%); 2015: ₩659,860 (-11.07%); 2016: ₩1,450,798 (119.86%); 2017: ₩4,740,724 (226.77%); 2018: ₩13,139,102 (177.15%); 2019: ₩14,994,483 (14.12%); 2020: ₩22,274,398 (48.55%); 2021: ₩99,116,672 (344.98%); 2022: ₩70,311,349 (-29.06%); 2023: ₩77,789,576 (10.64%); 2024: ₩155,781,808 (100.26%); 2025: ₩255,459,636 (63.99%)"
17,59,"₩234,311,132",23331.11%,68,"2014: ₩742,003 (-25.80%); 2015: ₩649,649 (-12.45%); 2016: ₩1,418,782 (118.39%); 2017: ₩4,402,106 (210.27%); 2018: ₩12,615,650 (186.58%); 2019: ₩14,487,514 (14.84%); 2020: ₩21,323,374 (47.18%); 2021: ₩96,701,960 (353.50%); 2022: ₩67,318,855 (-30.39%); 2023: ₩73,899,714 (9.78%); 2024: ₩142,885,242 (93.35%); 2025: ₩234,311,132 (63.99%)"
17,60,"₩247,904,160",24690.42%,66,"2014: ₩742,003 (-25.80%); 2015: ₩691,420 (-6.82%); 2016: ₩1,504,017 (117.53%); 2017: ₩4,649,537 (209.14%); 2018: ₩12,886,372 (177.15%); 2019: ₩14,798,404 (14.84%); 2020: ₩21,780,956 (47.18%); 2021: ₩98,777,104 (353.50%); 2022: ₩71,224,205 (-27.89%); 2023: ₩78,186,838 (9.78%); 2024: ₩151,174,405 (93.35%); 2025: ₩247,904,160 (63.99%)"
17,61,"₩116,582,398",11558.24%,68,"2014: ₩742,003 (-25.80%); 2015: ₩600,978 (-19.01%); 2016: ₩1,302,743 (116.77%); 2017: ₩3,938,042 (202.29%); 2018: ₩10,914,438 (177.15%); 2019: ₩12,459,224 (14.15%); 2020: ₩18,369,846 (47.44%); 2021: ₩79,873,474 (334.81%); 2022: ₩57,720,600 (-27.73%); 2023: ₩63,363,167 (9.78%); 2024: ₩116,582,398 (83.99%)"
17,62,"₩62,082,967",6108.30%,64,"2014: ₩742,003 (-25.80%); 2015: ₩608,078 (-18.05%); 2016: ₩800,536 (31.65%); 2017: ₩2,149,184 (168.47%); 2018: ₩5,891,823 (174.14%); 2019: ₩6,725,728 (14.15%); 2020: ₩9,916,395 (47.44%); 2021: ₩42,614,826 (329.74%); 2022: ₩30,795,622 (-27.73%); 2023: ₩33,806,096 (9.78%); 2024: ₩62,082,967 (83.64%)"
17,63,"₩68,152,668",6715.27%,62,"2014: ₩742,003 (-25.80%); 2015: ₩644,404 (-13.15%); 2016: ₩851,744 (32.18%); 2017: ₩2,343,789 (175.18%); 2018: ₩6,425,319 (174.14%); 2019: ₩7,022,445 (9.29%); 2020: ₩10,202,723 (45.29%); 2021: ₩42,172,522 (313.35%); 2022: ₩30,475,991 (-27.73%); 2023: ₩33,455,219 (9.78%); 2024: ₩68,152,668 (103.71%)"
17,64,"₩40,954,092",3995.41%,62,"2014: ₩742,003 (-25.80%); 2015: ₩654,532 (-11.79%); 2016: ₩859,402 (31.30%); 2017: ₩2,364,861 (175.18%); 2018: ₩6,089,855 (157.51%); 2019: ₩6,655,806 (9.29%); 2020: ₩9,670,042 (45.29%); 2021: ₩40,405,563 (317.84%); 2022: ₩29,222,157 (-27.68%); 2023: ₩31,499,038 (7.79%); 2024: ₩40,954,092 (30.02%)"
17,65,"₩36,706,369",3570.64%,62,"2014: ₩742,003 (-25.80%); 2015: ₩654,532 (-11.79%); 2016: ₩865,584 (32.24%); 2017: ₩2,272,372 (162.52%); 2018: ₩5,851,683 (157.51%); 2019: ₩6,294,843 (7.57%); 2020: ₩9,145,609 (45.29%); 2021: ₩36,018,846 (293.84%); 2022: ₩26,191,260 (-27.28%); 2023: ₩28,231,985 (7.79%); 2024: ₩36,706,369 (30.02%)"
17,66,"₩35,556,815",3455.68%,60,"2014: ₩742,003 (-25.80%); 2015: ₩654,467 (-11.80%); 2016: ₩862,036 (31.72%); 2017: ₩2,372,544 (175.23%); 2018: ₩5,961,558 (151.27%); 2019: ₩6,413,040 (7.57%); 2020: ₩9,240,883 (44.10%); 2021: ₩34,890,824 (277.57%); 2022: ₩25,371,013 (-27.28%); 2023: ₩27,347,827 (7.79%); 2024: ₩35,556,815 (30.02%)"
17,67,"₩24,832,587",2383.26%,62,"2014: ₩742,003 (-25.80%); 2015: ₩607,540 (-18.12%); 2016: ₩790,756 (30.16%); 2017: ₩2,176,362 (175.23%); 2018: ₩5,362,171 (146.38%); 2019: ₩5,710,197 (6.49%); 2020: ₩7,730,527 (35.38%); 2021: ₩25,568,839 (230.75%); 2022: ₩18,592,492 (-27.28%); 2023: ₩18,994,173 (2.16%); 2024: ₩24,832,587 (30.74%)"
17,68,"₩30,371,344",2937.13%,58,"2014: ₩742,003 (-25.80%); 2015: ₩653,416 (-11.94%); 2016: ₩867,672 (32.79%); 2017: ₩1,804,073 (107.92%); 2018: ₩7,139,068 (295.72%); 2019: ₩7,602,423 (6.49%); 2020: ₩9,301,188 (22.35%); 2021: ₩30,572,029 (228.69%); 2022: ₩22,595,604 (-26.09%); 2023: ₩23,083,770 (2.16%); 2024: ₩30,371,344 (31.57%)"
17,69,"₩28,935,045",2793.50%,56,"2014: ₩742,003 (-25.80%); 2015: ₩647,388 (-12.75%); 2016: ₩859,668 (32.79%); 2017: ₩1,787,430 (107.92%); 2018: ₩7,193,771 (302.46%); 2019: ₩9,742,772 (35.43%); 2020: ₩8,883,596 (-8.82%); 2021: ₩28,749,533 (223.62%); 2022: ₩21,248,608 (-26.09%); 2023: ₩21,707,673 (2.16%); 2024: ₩28,935,045 (33.29%)"
17,70,"₩29,450,491",2845.05%,54,"2014: ₩749,692 (-25.03%); 2015: ₩621,216 (-17.14%); 2016: ₩824,914 (32.79%); 2017: ₩1,715,169 (107.92%); 2018: ₩6,902,945 (302.46%); 2019: ₩9,708,477 (40.64%); 2020: ₩8,786,746 (-9.49%); 2021: ₩28,334,719 (222.47%); 2022: ₩21,770,198 (-23.17%); 2023: ₩22,240,533 (2.16%); 2024: ₩29,450,491 (32.42%)"
17,71,"₩19,870,839",1887.08%,54,"2014: ₩749,692 (-25.03%); 2015: ₩609,246 (-18.73%); 2016: ₩809,019 (32.79%); 2017: ₩1,682,121 (107.92%); 2018: ₩5,113,470 (203.99%); 2019: ₩7,191,714 (40.64%); 2020: ₩6,508,927 (-9.49%); 2021: ₩21,175,887 (225.34%); 2022: ₩16,269,907 (-23.17%); 2023: ₩15,040,294 (-7.56%); 2024: ₩19,870,839 (32.12%)"
17,72,"₩27,265,373",2626.54%,56,"2014: ₩749,692 (-25.03%); 2015: ₩604,458 (-19.37%); 2016: ₩803,439 (32.92%); 2017: ₩2,227,585 (177.26%); 2018: ₩6,986,805 (213.65%); 2019: ₩9,826,420 (40.64%); 2020: ₩8,807,056 (-10.37%); 2021: ₩28,652,531 (225.34%); 2022: ₩22,365,256 (-21.94%); 2023: ₩20,674,981 (-7.56%); 2024: ₩27,265,373 (31.88%)"
17,73,"₩18,814,210",1781.42%,52,"2014: ₩753,537 (-24.65%); 2015: ₩630,878 (-16.28%); 2016: ₩838,556 (32.92%); 2017: ₩2,324,950 (177.26%); 2018: ₩7,292,190 (213.65%); 2019: ₩10,255,922 (40.64%); 2020: ₩9,146,190 (-10.82%); 2021: ₩29,755,858 (225.34%); 2022: ₩23,226,478 (-21.94%); 2023: ₩21,471,115 (-7.56%); 2024: ₩18,814,210 (-12.37%)"
17,74,"₩20,018,617",1901.86%,52,"2014: ₩753,537 (-24.65%); 2015: ₩675,768 (-10.32%); 2016: ₩898,223 (32.92%); 2017: ₩2,478,115 (175.89%); 2018: ₩7,772,593 (213.65%); 2019: ₩10,931,572 (40.64%); 2020: ₩9,748,733 (-10.82%); 2021: ₩31,668,838 (224.85%); 2022: ₩24,719,690 (-21.94%); 2023: ₩22,851,476 (-7.56%); 2024: ₩20,018,617 (-12.40%)"
17,75,"₩27,316,678",2631.67%,56,"2014: ₩753,537 (-24.65%); 2015: ₩682,060 (-9.49%); 2016: ₩906,586 (32.92%); 2017: ₩2,502,957 (176.09%); 2018: ₩7,850,510 (213.65%); 2019: ₩11,041,156 (40.64%); 2020: ₩9,846,460 (-10.82%); 2021: ₩44,300,782 (349.92%); 2022: ₩33,209,080 (-25.04%); 2023: ₩30,699,273 (-7.56%); 2024: ₩27,316,678 (-11.02%)"
17,76,"₩53,893,198",5289.32%,56,"2014: ₩730,469 (-26.95%); 2015: ₩661,181 (-9.49%); 2016: ₩878,833 (32.92%); 2017: ₩2,323,694 (164.41%); 2018: ₩6,840,890 (194.40%); 2019: ₩17,875,673 (161.31%); 2020: ₩15,941,455 (-10.82%); 2021: ₩85,029,157 (433.38%); 2022: ₩65,518,345 (-22.95%); 2023: ₩60,566,736 (-7.56%); 2024: ₩53,893,198 (-11.02%)"
17,77,"₩48,663,711",4766.37%,56,"2014: ₩670,680 (-32.93%); 2015: ₩607,063 (-9.49%); 2016: ₩806,900 (32.92%); 2017: ₩2,133,498 (164.41%); 2018: ₩6,280,960 (194.40%); 2019: ₩16,412,540 (161.31%); 2020: ₩14,574,099 (-11.20%); 2021: ₩76,335,981 (423.78%); 2022: ₩58,819,907 (-22.95%); 2023: ₩54,374,538 (-7.56%); 2024: ₩48,663,711 (-10.50%)"
17,78,"₩49,441,154",4844.12%,56,"2014: ₩670,680 (-32.93%); 2015: ₩584,579 (-12.84%); 2016: ₩777,015 (32.92%); 2017: ₩2,081,141 (167.84%); 2018: ₩6,126,821 (194.40%); 2019: ₩16,009,767 (161.31%); 2020: ₩14,181,104 (-11.42%); 2021: ₩74,277,558 (423.78%); 2022: ₩57,233,811 (-22.95%); 2023: ₩55,243,216 (-3.48%); 2024: ₩49,441,154 (-10.50%)"
17,79,"₩52,275,969",5127.60%,56,"2014: ₩670,680 (-32.93%); 2015: ₩588,893 (-12.19%); 2016: ₩782,750 (32.92%); 2017: ₩2,096,500 (167.84%); 2018: ₩6,533,202 (211.62%); 2019: ₩17,071,665 (161.31%); 2020: ₩15,121,711 (-11.42%); 2021: ₩79,204,249 (423.78%); 2022: ₩61,030,022 (-22.95%); 2023: ₩58,907,395 (-3.48%); 2024: ₩52,275,969 (-11.26%)"
18,20,"₩57,544,807",5654.48%,198,"2014: ₩641,607 (-35.84%); 2015: ₩953,134 (48.55%); 2016: ₩932,637 (-2.15%); 2017: ₩10,165,738 (990.00%); 2018: ₩9,006,965 (-11.40%); 2019: ₩6,811,159 (-24.38%); 2020: ₩15,099,442 (121.69%); 2021: ₩36,013,188 (138.51%); 2022: ₩16,975,947 (-52.86%); 2023: ₩26,411,175 (55.58%); 2024: ₩57,098,166 (116.19%); 2025: ₩57,544,807 (0.78%)"
18,21,"₩49,625,973",4862.60%,182,"2014: ₩533,575 (-46.64%); 2015: ₩759,140 (42.27%); 2016: ₩661,585 (-12.85%); 2017: ₩10,778,654 (1529.22%); 2018: ₩9,645,761 (-10.51%); 2019: ₩7,036,644 (-27.05%); 2020: ₩16,871,363 (139.76%); 2021: ₩38,160,432 (126.18%); 2022: ₩15,940,947 (-58.23%); 2023: ₩23,839,239 (49.55%); 2024: ₩49,240,795 (106.55%); 2025: ₩49,625,973 (0.78%)"
18,22,"₩54,087,494",5308.75%,168,"2014: ₩574,485 (-42.55%); 2015: ₩850,590 (48.06%); 2016: ₩882,209 (3.72%); 2017: ₩14,955,935 (1595.28%); 2018: ₩11,326,562 (-24.27%); 2019: ₩8,187,082 (-27.72%); 2020: ₩19,429,120 (137.31%); 2021: ₩43,417,020 (123.46%); 2022: ₩18,174,814 (-58.14%); 2023: ₩27,431,534 (50.93%); 2024: ₩53,667,688 (95.64%); 2025: ₩54,087,494 (0.78%)"
18,23,"₩52,383,286",5138.33%,158,"2014: ₩738,455 (-26.15%); 2015: ₩933,945 (26.47%); 2016: ₩989,209 (5.92%); 2017: ₩15,270,197 (1443.68%); 2018: ₩12,231,853 (-19.90%); 2019: ₩9,664,719 (-20.99%); 2020: ₩24,887,154 (157.51%); 2021: ₩51,648,367 (107.53%); 2022: ₩23,789,085 (-53.94%); 2023: ₩32,736,554 (37.61%); 2024: ₩51,976,707 (58.77%); 2025: ₩52,383,286 (0.78%)"
18,24,"₩45,335,542",4433.55%,152,"2014: ₩514,281 (-48.57%); 2015: ₩647,510 (25.91%); 2016: ₩719,132 (11.06%); 2017: ₩7,849,764 (991.56%); 2018: ₩5,771,703 (-26.47%); 2019: ₩7,115,972 (23.29%); 2020: ₩18,221,395 (156.06%); 2021: ₩45,487,935 (149.64%); 2022: ₩18,746,860 (-58.79%); 2023: ₩25,036,209 (33.55%); 2024: ₩44,983,665 (79.67%); 2025: ₩45,335,542 (0.78%)"
18,25,"₩38,949,488",3794.95%,148,"2014: ₩509,314 (-49.07%); 2015: ₩627,436 (23.19%); 2016: ₩655,854 (4.53%); 2017: ₩6,979,797 (964.23%); 2018: ₩5,070,070 (-27.36%); 2019: ₩6,387,387 (25.98%); 2020: ₩15,564,021 (143.67%); 2021: ₩37,655,220 (141.94%); 2022: ₩14,554,602 (-61.35%); 2023: ₩19,282,707 (32.49%); 2024: ₩38,647,177 (100.42%); 2025: ₩38,949,488 (0.78%)"
18,26,"₩44,613,536",4361.35%,142,"2014: ₩518,503 (-48.15%); 2015: ₩618,582 (19.30%); 2016: ₩627,137 (1.38%); 2017: ₩6,518,726 (939.44%); 2018: ₩4,675,263 (-28.28%); 2019: ₩5,873,643 (25.63%); 2020: ₩14,312,190 (143.67%); 2021: ₩43,353,873 (202.92%); 2022: ₩16,483,509 (-61.98%); 2023: ₩21,914,314 (32.95%); 2024: ₩44,267,263 (102.00%); 2025: ₩44,613,536 (0.78%)"
18,27,"₩30,404,629",2940.46%,134,"2014: ₩510,153 (-48.98%); 2015: ₩594,126 (16.46%); 2016: ₩649,909 (9.39%); 2017: ₩5,748,007 (784.43%); 2018: ₩4,788,264 (-16.70%); 2019: ₩5,590,454 (16.75%); 2020: ₩13,784,847 (146.58%); 2021: ₩27,052,367 (96.25%); 2022: ₩11,043,349 (-59.18%); 2023: ₩14,438,577 (30.74%); 2024: ₩29,998,653 (107.77%); 2025: ₩30,404,629 (1.35%)"
18,28,"₩34,087,475",3308.75%,130,"2014: ₩503,696 (-49.63%); 2015: ₩596,073 (18.34%); 2016: ₩670,458 (12.48%); 2017: ₩5,623,932 (738.82%); 2018: ₩4,685,164 (-16.69%); 2019: ₩5,200,700 (11.00%); 2020: ₩13,806,926 (165.48%); 2021: ₩27,242,289 (97.31%); 2022: ₩12,521,605 (-54.04%); 2023: ₩16,296,526 (30.15%); 2024: ₩34,654,967 (112.65%); 2025: ₩34,087,475 (-1.64%)"
18,29,"₩42,796,846",4179.68%,128,"2014: ₩473,028 (-52.70%); 2015: ₩573,839 (21.31%); 2016: ₩622,284 (8.44%); 2017: ₩4,820,563 (674.66%); 2018: ₩3,854,752 (-20.04%); 2019: ₩3,902,542 (1.24%); 2020: ₩6,974,006 (78.70%); 2021: ₩34,447,246 (393.94%); 2022: ₩16,170,642 (-53.06%); 2023: ₩21,778,118 (34.68%); 2024: ₩43,509,333 (99.78%); 2025: ₩42,796,846 (-1.64%)"
18,30,"₩27,822,190",2682.22%,118,"2014: ₩453,788 (-54.62%); 2015: ₩439,185 (-3.22%); 2016: ₩491,497 (11.91%); 2017: ₩3,767,898 (666.62%); 2018: ₩3,521,813 (-6.53%); 2019: ₩3,641,001 (3.38%); 2020: ₩6,223,944 (70.94%); 2021: ₩32,743,864 (426.10%); 2022: ₩15,748,951 (-51.90%); 2023: ₩21,210,198 (34.68%); 2024: ₩28,285,378 (33.36%); 2025: ₩27,822,190 (-1.64%)"
18,31,"₩33,277,361",3227.74%,120,"2014: ₩451,319 (-54.87%); 2015: ₩447,611 (-0.82%); 2016: ₩635,068 (41.88%); 2017: ₩4,543,237 (615.39%); 2018: ₩4,158,526 (-8.47%); 2019: ₩4,195,744 (0.89%); 2020: ₩7,179,907 (71.12%); 2021: ₩38,545,710 (436.86%); 2022: ₩18,274,919 (-52.59%); 2023: ₩24,335,532 (33.16%); 2024: ₩33,831,367 (39.02%); 2025: ₩33,277,361 (-1.64%)"
