n,m,final_balance,total_return,trade_count,yearly_details
17,49,"₩27,295,324",2629.53%,482,"2014: ₩1,029,303 (2.93%); 2015: ₩584,680 (-43.20%); 2016: ₩702,908 (20.22%); 2017: ₩7,643,228 (987.37%); 2018: ₩5,208,661 (-31.85%); 2019: ₩9,174,644 (76.14%); 2020: ₩18,167,514 (98.02%); 2021: ₩39,962,878 (119.97%); 2022: ₩18,937,983 (-52.61%); 2023: ₩27,856,004 (47.09%); 2024: ₩31,479,416 (13.01%); 2025: ₩27,295,324 (-13.29%)"
17,50,"₩21,427,542",2042.75%,476,"2014: ₩972,964 (-2.70%); 2015: ₩526,704 (-45.87%); 2016: ₩633,660 (20.31%); 2017: ₩6,800,184 (973.16%); 2018: ₩4,517,190 (-33.57%); 2019: ₩7,602,958 (68.31%); 2020: ₩16,246,499 (113.69%); 2021: ₩31,121,523 (91.56%); 2022: ₩14,163,226 (-54.49%); 2023: ₩20,673,552 (45.97%); 2024: ₩23,704,777 (14.66%); 2025: ₩21,427,542 (-9.61%)"
17,51,"₩18,920,985",1792.10%,464,"2014: ₩988,661 (-1.13%); 2015: ₩587,281 (-40.60%); 2016: ₩677,472 (15.36%); 2017: ₩7,458,414 (1000.92%); 2018: ₩4,817,794 (-35.40%); 2019: ₩7,840,754 (62.75%); 2020: ₩16,503,599 (110.48%); 2021: ₩30,005,356 (81.81%); 2022: ₩11,917,933 (-60.28%); 2023: ₩18,906,349 (58.64%); 2024: ₩21,414,908 (13.27%); 2025: ₩18,920,985 (-11.65%)"
17,52,"₩43,959,180",4295.92%,466,"2014: ₩972,112 (-2.79%); 2015: ₩903,264 (-7.08%); 2016: ₩1,027,658 (13.77%); 2017: ₩11,910,046 (1058.95%); 2018: ₩8,108,864 (-31.92%); 2019: ₩14,062,778 (73.42%); 2020: ₩28,861,888 (105.24%); 2021: ₩54,776,540 (89.79%); 2022: ₩25,629,650 (-53.21%); 2023: ₩38,592,936 (50.58%); 2024: ₩49,753,318 (28.92%); 2025: ₩43,959,180 (-11.65%)"
17,53,"₩43,548,436",4254.84%,462,"2014: ₩984,334 (-1.57%); 2015: ₩1,046,123 (6.28%); 2016: ₩1,170,295 (11.87%); 2017: ₩11,448,996 (878.30%); 2018: ₩7,577,440 (-33.82%); 2019: ₩11,618,763 (53.33%); 2020: ₩24,716,375 (112.73%); 2021: ₩46,300,914 (87.33%); 2022: ₩26,518,035 (-42.73%); 2023: ₩37,840,062 (42.70%); 2024: ₩49,288,435 (30.25%); 2025: ₩43,548,436 (-11.65%)"
17,54,"₩43,590,287",4259.03%,456,"2014: ₩867,213 (-13.28%); 2015: ₩1,187,590 (36.94%); 2016: ₩1,348,831 (13.58%); 2017: ₩13,797,805 (922.95%); 2018: ₩9,106,108 (-34.00%); 2019: ₩13,286,749 (45.91%); 2020: ₩28,897,108 (117.49%); 2021: ₩47,572,486 (64.63%); 2022: ₩25,055,414 (-47.33%); 2023: ₩35,968,933 (43.56%); 2024: ₩47,845,442 (33.02%); 2025: ₩43,590,287 (-8.89%)"
17,55,"₩44,036,654",4303.67%,452,"2014: ₩956,925 (-4.31%); 2015: ₩1,219,089 (27.40%); 2016: ₩1,411,493 (15.78%); 2017: ₩14,225,228 (907.81%); 2018: ₩9,671,396 (-32.01%); 2019: ₩14,337,684 (48.25%); 2020: ₩29,880,696 (108.41%); 2021: ₩47,013,070 (57.34%); 2022: ₩24,735,709 (-47.39%); 2023: ₩36,499,345 (47.56%); 2024: ₩48,335,382 (32.43%); 2025: ₩44,036,654 (-8.89%)"
17,56,"₩61,399,760",6039.98%,452,"2014: ₩905,112 (-9.49%); 2015: ₩1,459,078 (61.20%); 2016: ₩1,791,839 (22.81%); 2017: ₩17,314,593 (866.30%); 2018: ₩11,184,855 (-35.40%); 2019: ₩20,660,154 (84.72%); 2020: ₩41,017,711 (98.54%); 2021: ₩64,332,151 (56.84%); 2022: ₩33,615,757 (-47.75%); 2023: ₩52,511,799 (56.21%); 2024: ₩67,554,894 (28.65%); 2025: ₩61,399,760 (-9.11%)"
17,57,"₩40,493,204",3949.32%,440,"2014: ₩908,920 (-9.11%); 2015: ₩1,465,217 (61.20%); 2016: ₩1,712,288 (16.86%); 2017: ₩15,402,318 (799.52%); 2018: ₩10,179,457 (-33.91%); 2019: ₩19,619,712 (92.74%); 2020: ₩38,910,815 (98.33%); 2021: ₩57,064,738 (46.66%); 2022: ₩25,223,784 (-55.80%); 2023: ₩39,541,122 (56.76%); 2024: ₩44,552,521 (12.67%); 2025: ₩40,493,204 (-9.11%)"
17,58,"₩53,216,225",5221.62%,434,"2014: ₩930,889 (-6.91%); 2015: ₩2,307,333 (147.86%); 2016: ₩2,659,168 (15.25%); 2017: ₩24,320,832 (814.60%); 2018: ₩16,528,925 (-32.04%); 2019: ₩25,754,737 (55.82%); 2020: ₩47,529,169 (84.55%); 2021: ₩76,941,723 (61.88%); 2022: ₩31,740,957 (-58.75%); 2023: ₩49,499,138 (55.95%); 2024: ₩58,554,352 (18.29%); 2025: ₩53,216,225 (-9.12%)"
17,59,"₩62,858,879",6185.89%,424,"2014: ₩944,204 (-5.58%); 2015: ₩1,552,805 (64.46%); 2016: ₩1,779,566 (14.60%); 2017: ₩16,155,975 (807.86%); 2018: ₩15,021,274 (-7.02%); 2019: ₩22,247,614 (48.11%); 2020: ₩37,275,982 (67.55%); 2021: ₩94,593,014 (153.76%); 2022: ₩38,866,412 (-58.91%); 2023: ₩58,555,064 (50.66%); 2024: ₩69,164,262 (18.12%); 2025: ₩62,858,879 (-9.12%)"
17,60,"₩81,726,712",8072.67%,428,"2014: ₩824,953 (-17.50%); 2015: ₩1,385,915 (68.00%); 2016: ₩1,504,264 (8.54%); 2017: ₩18,152,190 (1106.72%); 2018: ₩17,083,007 (-5.89%); 2019: ₩23,973,313 (40.33%); 2020: ₩39,723,540 (65.70%); 2021: ₩111,665,148 (181.11%); 2022: ₩45,993,837 (-58.81%); 2023: ₩70,344,361 (52.94%); 2024: ₩89,919,560 (27.83%); 2025: ₩81,726,712 (-9.11%)"
17,61,"₩76,458,814",7545.88%,416,"2014: ₩962,323 (-3.77%); 2015: ₩1,546,464 (60.70%); 2016: ₩1,721,858 (11.34%); 2017: ₩19,759,238 (1047.55%); 2018: ₩18,716,083 (-5.28%); 2019: ₩23,177,516 (23.84%); 2020: ₩37,964,843 (63.80%); 2021: ₩101,975,890 (168.61%); 2022: ₩41,044,102 (-59.75%); 2023: ₩63,701,930 (55.20%); 2024: ₩84,123,571 (32.06%); 2025: ₩76,458,814 (-9.11%)"
17,62,"₩60,952,122",5995.21%,418,"2014: ₩909,728 (-9.03%); 2015: ₩1,474,079 (62.04%); 2016: ₩1,650,973 (12.00%); 2017: ₩22,854,926 (1284.33%); 2018: ₩18,906,988 (-17.27%); 2019: ₩17,720,778 (-6.27%); 2020: ₩29,319,556 (65.45%); 2021: ₩78,846,199 (168.92%); 2022: ₩32,117,831 (-59.27%); 2023: ₩50,253,907 (56.47%); 2024: ₩66,782,090 (32.89%); 2025: ₩60,952,122 (-8.73%)"
17,63,"₩38,656,522",3765.65%,410,"2014: ₩925,225 (-7.48%); 2015: ₩1,432,950 (54.88%); 2016: ₩1,600,594 (11.70%); 2017: ₩21,889,306 (1267.57%); 2018: ₩13,659,990 (-37.60%); 2019: ₩13,017,956 (-4.70%); 2020: ₩22,191,293 (70.47%); 2021: ₩40,790,016 (83.81%); 2022: ₩16,771,736 (-58.88%); 2023: ₩26,129,968 (55.80%); 2024: ₩42,353,954 (62.09%); 2025: ₩38,656,522 (-8.73%)"
17,64,"₩41,415,008",4041.50%,402,"2014: ₩924,608 (-7.54%); 2015: ₩1,431,195 (54.79%); 2016: ₩1,654,458 (15.60%); 2017: ₩25,313,962 (1430.05%); 2018: ₩13,144,377 (-48.07%); 2019: ₩15,194,877 (15.60%); 2020: ₩24,884,144 (63.77%); 2021: ₩42,734,677 (71.73%); 2022: ₩17,991,370 (-57.90%); 2023: ₩28,081,283 (56.08%); 2024: ₩45,376,284 (61.59%); 2025: ₩41,415,008 (-8.73%)"
17,65,"₩50,879,413",4987.94%,396,"2014: ₩940,194 (-5.98%); 2015: ₩1,446,891 (53.89%); 2016: ₩1,649,275 (13.99%); 2017: ₩26,996,255 (1536.86%); 2018: ₩15,289,402 (-43.36%); 2019: ₩18,263,265 (19.45%); 2020: ₩29,309,810 (60.49%); 2021: ₩52,488,769 (79.08%); 2022: ₩21,699,448 (-58.66%); 2023: ₩34,831,062 (60.52%); 2024: ₩55,749,149 (60.06%); 2025: ₩50,879,413 (-8.74%)"
17,66,"₩43,280,044",4228.00%,384,"2014: ₩844,363 (-15.56%); 2015: ₩1,191,980 (41.17%); 2016: ₩1,345,973 (12.92%); 2017: ₩19,077,071 (1317.34%); 2018: ₩11,140,095 (-41.60%); 2019: ₩13,660,346 (22.62%); 2020: ₩22,029,358 (61.27%); 2021: ₩40,078,705 (81.93%); 2022: ₩17,767,616 (-55.67%); 2023: ₩28,668,836 (61.35%); 2024: ₩47,422,434 (65.41%); 2025: ₩43,280,044 (-8.74%)"
17,67,"₩38,259,232",3725.92%,380,"2014: ₩939,807 (-6.02%); 2015: ₩1,334,038 (41.95%); 2016: ₩1,528,587 (14.58%); 2017: ₩19,200,991 (1156.13%); 2018: ₩10,997,321 (-42.73%); 2019: ₩13,682,951 (24.42%); 2020: ₩21,779,635 (59.17%); 2021: ₩37,514,573 (72.25%); 2022: ₩15,582,293 (-58.46%); 2023: ₩25,356,788 (62.73%); 2024: ₩41,855,902 (65.07%); 2025: ₩38,259,232 (-8.59%)"
17,68,"₩44,493,153",4349.32%,372,"2014: ₩964,312 (-3.57%); 2015: ₩1,332,430 (38.17%); 2016: ₩1,544,122 (15.89%); 2017: ₩21,121,992 (1267.90%); 2018: ₩11,859,949 (-43.85%); 2019: ₩15,704,933 (32.42%); 2020: ₩25,079,609 (59.69%); 2021: ₩42,408,610 (69.10%); 2022: ₩17,886,557 (-57.82%); 2023: ₩30,041,169 (67.95%); 2024: ₩48,675,861 (62.03%); 2025: ₩44,493,153 (-8.59%)"
17,69,"₩54,039,514",5303.95%,370,"2014: ₩967,626 (-3.24%); 2015: ₩1,334,529 (37.92%); 2016: ₩1,605,562 (20.31%); 2017: ₩22,390,864 (1294.58%); 2018: ₩12,662,412 (-43.45%); 2019: ₩17,999,644 (42.15%); 2020: ₩27,476,236 (52.65%); 2021: ₩50,076,601 (82.25%); 2022: ₩21,464,984 (-57.14%); 2023: ₩36,741,739 (71.17%); 2024: ₩59,119,655 (60.91%); 2025: ₩54,039,514 (-8.59%)"
17,70,"₩60,997,298",5999.73%,370,"2014: ₩980,738 (-1.93%); 2015: ₩1,347,721 (37.42%); 2016: ₩1,566,841 (16.26%); 2017: ₩26,264,767 (1576.29%); 2018: ₩13,031,514 (-50.38%); 2019: ₩19,100,895 (46.57%); 2020: ₩29,094,581 (52.32%); 2021: ₩53,293,047 (83.17%); 2022: ₩24,964,620 (-53.16%); 2023: ₩42,795,086 (71.42%); 2024: ₩66,731,525 (55.93%); 2025: ₩60,997,298 (-8.59%)"
17,71,"₩43,930,777",4293.08%,362,"2014: ₩1,154,800 (15.48%); 2015: ₩1,130,694 (-2.09%); 2016: ₩1,301,977 (15.15%); 2017: ₩16,940,041 (1201.10%); 2018: ₩8,669,944 (-48.82%); 2019: ₩12,853,053 (48.25%); 2020: ₩19,304,587 (50.19%); 2021: ₩35,349,390 (83.11%); 2022: ₩16,029,020 (-54.66%); 2023: ₩27,756,046 (73.16%); 2024: ₩48,017,635 (73.00%); 2025: ₩43,930,777 (-8.51%)"
17,72,"₩31,595,955",3059.60%,362,"2014: ₩1,130,940 (13.09%); 2015: ₩1,160,783 (2.64%); 2016: ₩1,305,031 (12.43%); 2017: ₩13,397,186 (926.58%); 2018: ₩7,095,013 (-47.04%); 2019: ₩10,681,230 (50.55%); 2020: ₩14,797,791 (38.54%); 2021: ₩25,848,606 (74.68%); 2022: ₩12,294,895 (-52.43%); 2023: ₩21,121,986 (71.79%); 2024: ₩34,425,574 (62.98%); 2025: ₩31,595,955 (-8.22%)"
17,73,"₩55,685,121",5468.51%,354,"2014: ₩1,123,148 (12.31%); 2015: ₩1,148,138 (2.23%); 2016: ₩1,336,715 (16.42%); 2017: ₩19,304,198 (1344.15%); 2018: ₩12,225,894 (-36.67%); 2019: ₩18,593,789 (52.09%); 2020: ₩25,833,751 (38.94%); 2021: ₩43,574,997 (68.67%); 2022: ₩20,658,498 (-52.59%); 2023: ₩35,330,630 (71.02%); 2024: ₩60,865,479 (72.27%); 2025: ₩55,685,121 (-8.51%)"
17,74,"₩27,041,090",2604.11%,354,"2014: ₩1,095,614 (9.56%); 2015: ₩1,238,054 (13.00%); 2016: ₩1,443,889 (16.63%); 2017: ₩10,362,879 (617.71%); 2018: ₩8,160,059 (-21.26%); 2019: ₩13,857,072 (69.82%); 2020: ₩19,378,215 (39.84%); 2021: ₩30,339,119 (56.56%); 2022: ₩14,375,018 (-52.62%); 2023: ₩18,078,234 (25.76%); 2024: ₩30,530,169 (68.88%); 2025: ₩27,041,090 (-11.43%)"
17,75,"₩26,389,515",2538.95%,354,"2014: ₩1,040,806 (4.08%); 2015: ₩1,174,036 (12.80%); 2016: ₩1,369,229 (16.63%); 2017: ₩9,889,994 (622.30%); 2018: ₩8,400,707 (-15.06%); 2019: ₩12,450,727 (48.21%); 2020: ₩17,804,615 (43.00%); 2021: ₩29,326,891 (64.72%); 2022: ₩13,644,327 (-53.48%); 2023: ₩17,194,430 (26.02%); 2024: ₩29,840,477 (73.55%); 2025: ₩26,389,515 (-11.56%)"
17,76,"₩29,780,717",2878.07%,346,"2014: ₩1,078,817 (7.88%); 2015: ₩1,077,066 (-0.16%); 2016: ₩1,277,203 (18.58%); 2017: ₩10,027,399 (685.11%); 2018: ₩8,428,354 (-15.95%); 2019: ₩13,163,973 (56.19%); 2020: ₩18,610,800 (41.38%); 2021: ₩32,374,153 (73.95%); 2022: ₩15,902,947 (-50.88%); 2023: ₩20,011,625 (25.84%); 2024: ₩33,681,817 (68.31%); 2025: ₩29,780,717 (-11.58%)"
17,77,"₩43,358,660",4235.87%,344,"2014: ₩1,071,987 (7.20%); 2015: ₩1,113,892 (3.91%); 2016: ₩1,363,839 (22.44%); 2017: ₩10,424,772 (664.37%); 2018: ₩9,465,051 (-9.21%); 2019: ₩18,510,713 (95.57%); 2020: ₩26,404,433 (42.64%); 2021: ₩47,305,311 (79.16%); 2022: ₩23,083,452 (-51.20%); 2023: ₩28,646,664 (24.10%); 2024: ₩48,926,608 (70.79%); 2025: ₩43,358,660 (-11.38%)"
17,78,"₩34,613,180",3361.32%,344,"2014: ₩1,087,407 (8.74%); 2015: ₩1,023,787 (-5.85%); 2016: ₩1,146,256 (11.96%); 2017: ₩8,750,307 (663.38%); 2018: ₩7,934,516 (-9.32%); 2019: ₩16,365,598 (106.26%); 2020: ₩22,765,931 (39.11%); 2021: ₩41,840,886 (83.79%); 2022: ₩19,665,896 (-53.00%); 2023: ₩23,441,881 (19.20%); 2024: ₩39,068,050 (66.66%); 2025: ₩34,613,180 (-11.40%)"
17,79,"₩41,157,724",4015.77%,344,"2014: ₩1,084,488 (8.45%); 2015: ₩1,021,039 (-5.85%); 2016: ₩1,098,599 (7.60%); 2017: ₩8,708,835 (692.72%); 2018: ₩9,337,125 (7.21%); 2019: ₩19,657,662 (110.53%); 2020: ₩27,376,173 (39.26%); 2021: ₩49,995,556 (82.62%); 2022: ₩24,364,963 (-51.27%); 2023: ₩28,970,799 (18.90%); 2024: ₩46,490,814 (60.47%); 2025: ₩41,157,724 (-11.47%)"
18,20,"₩4,961",-99.50%,1334,"2014: ₩188,992 (-81.10%); 2015: ₩132,390 (-29.95%); 2016: ₩61,410 (-53.61%); 2017: ₩264,550 (330.79%); 2018: ₩75,845 (-71.33%); 2019: ₩70,745 (-6.72%); 2020: ₩78,505 (10.97%); 2021: ₩111,763 (42.36%); 2022: ₩20,063 (-82.05%); 2023: ₩8,850 (-55.89%); 2024: ₩5,881 (-33.55%); 2025: ₩4,961 (-15.65%)"
18,21,"₩6,074",-99.39%,1226,"2014: ₩219,894 (-78.01%); 2015: ₩166,798 (-24.15%); 2016: ₩95,751 (-42.59%); 2017: ₩358,567 (274.48%); 2018: ₩60,936 (-83.01%); 2019: ₩54,351 (-10.81%); 2020: ₩65,861 (21.18%); 2021: ₩125,107 (89.96%); 2022: ₩19,715 (-84.24%); 2023: ₩9,110 (-53.79%); 2024: ₩6,699 (-26.47%); 2025: ₩6,074 (-9.33%)"
18,22,"₩84,255",-91.57%,1136,"2014: ₩275,385 (-72.46%); 2015: ₩253,098 (-8.09%); 2016: ₩203,359 (-19.65%); 2017: ₩866,097 (325.90%); 2018: ₩289,844 (-66.53%); 2019: ₩354,992 (22.48%); 2020: ₩441,038 (24.24%); 2021: ₩1,041,570 (136.16%); 2022: ₩204,162 (-80.40%); 2023: ₩124,733 (-38.90%); 2024: ₩92,230 (-26.06%); 2025: ₩84,255 (-8.65%)"
18,23,"₩69,353",-93.06%,1100,"2014: ₩368,257 (-63.17%); 2015: ₩373,535 (1.43%); 2016: ₩265,639 (-28.89%); 2017: ₩786,463 (196.06%); 2018: ₩166,721 (-78.80%); 2019: ₩230,127 (38.03%); 2020: ₩252,814 (9.86%); 2021: ₩542,823 (114.71%); 2022: ₩124,158 (-77.13%); 2023: ₩96,958 (-21.91%); 2024: ₩75,552 (-22.08%); 2025: ₩69,353 (-8.20%)"
18,24,"₩195,772",-80.42%,1028,"2014: ₩393,708 (-60.63%); 2015: ₩443,433 (12.63%); 2016: ₩326,269 (-26.42%); 2017: ₩1,245,532 (281.75%); 2018: ₩378,635 (-69.60%); 2019: ₩435,389 (14.99%); 2020: ₩549,403 (26.19%); 2021: ₩1,134,548 (106.51%); 2022: ₩271,309 (-76.09%); 2023: ₩265,633 (-2.09%); 2024: ₩207,722 (-21.80%); 2025: ₩195,772 (-5.75%)"
18,25,"₩235,845",-76.42%,988,"2014: ₩349,662 (-65.03%); 2015: ₩375,820 (7.48%); 2016: ₩309,734 (-17.58%); 2017: ₩1,761,964 (468.86%); 2018: ₩521,145 (-70.42%); 2019: ₩659,427 (26.53%); 2020: ₩803,543 (21.85%); 2021: ₩1,467,258 (82.60%); 2022: ₩375,389 (-74.42%); 2023: ₩296,413 (-21.04%); 2024: ₩251,561 (-15.13%); 2025: ₩235,845 (-6.25%)"
18,26,"₩346,173",-65.38%,942,"2014: ₩348,124 (-65.19%); 2015: ₩426,707 (22.57%); 2016: ₩331,409 (-22.33%); 2017: ₩3,045,546 (818.97%); 2018: ₩797,385 (-73.82%); 2019: ₩1,073,897 (34.68%); 2020: ₩1,398,220 (30.20%); 2021: ₩2,187,287 (56.43%); 2022: ₩495,489 (-77.35%); 2023: ₩392,430 (-20.80%); 2024: ₩383,048 (-2.39%); 2025: ₩346,173 (-9.63%)"
18,27,"₩1,680,729",68.07%,882,"2014: ₩444,268 (-55.57%); 2015: ₩551,482 (24.13%); 2016: ₩450,484 (-18.31%); 2017: ₩5,116,374 (1035.75%); 2018: ₩2,002,964 (-60.85%); 2019: ₩2,771,900 (38.39%); 2020: ₩3,280,528 (18.35%); 2021: ₩6,066,668 (84.93%); 2022: ₩2,096,771 (-65.44%); 2023: ₩1,685,825 (-19.60%); 2024: ₩1,864,834 (10.62%); 2025: ₩1,680,729 (-9.87%)"
18,28,"₩2,207,873",120.79%,848,"2014: ₩451,342 (-54.87%); 2015: ₩540,247 (19.70%); 2016: ₩433,780 (-19.71%); 2017: ₩5,469,766 (1160.95%); 2018: ₩2,573,022 (-52.96%); 2019: ₩3,485,964 (35.48%); 2020: ₩3,928,421 (12.69%); 2021: ₩8,070,225 (105.43%); 2022: ₩2,542,014 (-68.50%); 2023: ₩2,392,978 (-5.86%); 2024: ₩2,460,928 (2.84%); 2025: ₩2,207,873 (-10.28%)"
18,29,"₩2,153,272",115.33%,802,"2014: ₩414,295 (-58.57%); 2015: ₩458,915 (10.77%); 2016: ₩487,945 (6.33%); 2017: ₩6,926,665 (1319.56%); 2018: ₩4,092,493 (-40.92%); 2019: ₩4,979,013 (21.66%); 2020: ₩6,234,699 (25.22%); 2021: ₩7,104,762 (13.96%); 2022: ₩2,750,466 (-61.29%); 2023: ₩2,452,223 (-10.84%); 2024: ₩2,429,887 (-0.91%); 2025: ₩2,153,272 (-11.38%)"
18,30,"₩3,066,944",206.69%,776,"2014: ₩359,852 (-64.01%); 2015: ₩390,552 (8.53%); 2016: ₩335,725 (-14.04%); 2017: ₩5,043,046 (1402.14%); 2018: ₩4,084,796 (-19.00%); 2019: ₩4,362,535 (6.80%); 2020: ₩5,886,121 (34.92%); 2021: ₩8,252,685 (40.21%); 2022: ₩2,955,278 (-64.19%); 2023: ₩3,629,981 (22.83%); 2024: ₩3,503,879 (-3.47%); 2025: ₩3,066,944 (-12.47%)"
18,31,"₩2,336,834",133.68%,736,"2014: ₩390,435 (-60.96%); 2015: ₩485,647 (24.39%); 2016: ₩462,687 (-4.73%); 2017: ₩5,299,915 (1045.47%); 2018: ₩2,741,342 (-48.28%); 2019: ₩2,971,480 (8.40%); 2020: ₩4,010,557 (34.97%); 2021: ₩5,448,874 (35.86%); 2022: ₩2,243,366 (-58.83%); 2023: ₩2,757,654 (22.92%); 2024: ₩2,630,209 (-4.62%); 2025: ₩2,336,834 (-11.15%)"
18,32,"₩5,625,719",462.57%,726,"2014: ₩398,765 (-60.12%); 2015: ₩483,297 (21.20%); 2016: ₩459,053 (-5.02%); 2017: ₩5,278,358 (1049.84%); 2018: ₩3,158,448 (-40.16%); 2019: ₩3,201,352 (1.36%); 2020: ₩4,630,685 (44.65%); 2021: ₩13,283,000 (186.85%); 2022: ₩4,954,741 (-62.70%); 2023: ₩6,731,702 (35.86%); 2024: ₩6,274,574 (-6.79%); 2025: ₩5,625,719 (-10.34%)"
18,33,"₩6,146,639",514.66%,678,"2014: ₩415,781 (-58.42%); 2015: ₩499,351 (20.10%); 2016: ₩508,578 (1.85%); 2017: ₩5,524,819 (986.33%); 2018: ₩3,042,603 (-44.93%); 2019: ₩3,567,263 (17.24%); 2020: ₩5,125,387 (43.68%); 2021: ₩13,998,651 (173.12%); 2022: ₩5,381,547 (-61.56%); 2023: ₩6,504,858 (20.87%); 2024: ₩6,662,305 (2.42%); 2025: ₩6,146,639 (-7.74%)"
18,34,"₩6,159,172",515.92%,666,"2014: ₩416,471 (-58.35%); 2015: ₩546,198 (31.15%); 2016: ₩564,348 (3.32%); 2017: ₩5,958,623 (955.84%); 2018: ₩3,255,617 (-45.36%); 2019: ₩3,669,794 (12.72%); 2020: ₩5,213,599 (42.07%); 2021: ₩12,341,469 (136.72%); 2022: ₩4,808,123 (-61.04%); 2023: ₩5,886,906 (22.44%); 2024: ₩6,659,932 (13.13%); 2025: ₩6,159,172 (-7.52%)"
18,35,"₩11,626,144",1062.61%,670,"2014: ₩599,246 (-40.08%); 2015: ₩791,899 (32.15%); 2016: ₩843,784 (6.55%); 2017: ₩13,511,474 (1501.30%); 2018: ₩6,566,854 (-51.40%); 2019: ₩7,198,680 (9.62%); 2020: ₩10,413,746 (44.66%); 2021: ₩25,153,331 (141.54%); 2022: ₩9,317,469 (-62.96%); 2023: ₩11,376,045 (22.09%); 2024: ₩12,636,099 (11.08%); 2025: ₩11,626,144 (-7.99%)"
18,36,"₩17,147,578",1614.76%,658,"2014: ₩673,916 (-32.61%); 2015: ₩878,543 (30.36%); 2016: ₩952,760 (8.45%); 2017: ₩14,817,753 (1455.25%); 2018: ₩8,172,089 (-44.85%); 2019: ₩10,126,484 (23.92%); 2020: ₩14,423,945 (42.44%); 2021: ₩36,338,286 (151.93%); 2022: ₩14,357,657 (-60.49%); 2023: ₩17,356,623 (20.89%); 2024: ₩18,686,385 (7.66%); 2025: ₩17,147,578 (-8.23%)"
18,37,"₩15,723,075",1472.31%,636,"2014: ₩727,910 (-27.21%); 2015: ₩960,524 (31.96%); 2016: ₩1,097,895 (14.30%); 2017: ₩12,187,853 (1010.11%); 2018: ₩7,674,176 (-37.03%); 2019: ₩9,605,795 (25.17%); 2020: ₩14,082,586 (46.61%); 2021: ₩35,075,889 (149.07%); 2022: ₩13,256,306 (-62.21%); 2023: ₩16,030,751 (20.93%); 2024: ₩17,134,048 (6.88%); 2025: ₩15,723,075 (-8.23%)"
18,38,"₩12,470,742",1147.07%,640,"2014: ₩640,961 (-35.90%); 2015: ₩862,928 (34.63%); 2016: ₩984,747 (14.12%); 2017: ₩10,905,094 (1007.40%); 2018: ₩6,885,544 (-36.86%); 2019: ₩8,104,161 (17.70%); 2020: ₩12,950,048 (59.80%); 2021: ₩20,973,742 (61.96%); 2022: ₩7,750,634 (-63.05%); 2023: ₩12,053,567 (55.52%); 2024: ₩13,790,047 (14.41%); 2025: ₩12,470,742 (-9.57%)"
18,39,"₩14,303,099",1330.31%,608,"2014: ₩654,666 (-34.53%); 2015: ₩743,354 (13.55%); 2016: ₩935,560 (25.86%); 2017: ₩9,102,182 (872.91%); 2018: ₩5,576,429 (-38.74%); 2019: ₩8,331,213 (49.40%); 2020: ₩12,855,233 (54.30%); 2021: ₩23,022,775 (79.09%); 2022: ₩8,291,311 (-63.99%); 2023: ₩13,076,160 (57.71%); 2024: ₩15,824,362 (21.02%); 2025: ₩14,303,099 (-9.61%)"
18,40,"₩13,515,668",1251.57%,602,"2014: ₩680,952 (-31.90%); 2015: ₩745,280 (9.45%); 2016: ₩1,033,247 (38.64%); 2017: ₩9,536,021 (822.92%); 2018: ₩5,611,660 (-41.15%); 2019: ₩8,131,660 (44.91%); 2020: ₩13,851,990 (70.35%); 2021: ₩25,633,797 (85.05%); 2022: ₩8,745,812 (-65.88%); 2023: ₩13,309,861 (52.19%); 2024: ₩15,032,330 (12.94%); 2025: ₩13,515,668 (-10.09%)"
18,41,"₩17,973,157",1697.32%,590,"2014: ₩575,648 (-42.44%); 2015: ₩652,198 (13.30%); 2016: ₩883,456 (35.46%); 2017: ₩9,791,060 (1008.27%); 2018: ₩5,385,191 (-45.00%); 2019: ₩7,374,053 (36.93%); 2020: ₩12,772,484 (73.21%); 2021: ₩24,336,392 (90.54%); 2022: ₩8,641,902 (-64.49%); 2023: ₩13,096,471 (51.55%); 2024: ₩19,885,279 (51.84%); 2025: ₩17,973,157 (-9.62%)"
18,42,"₩15,495,302",1449.53%,574,"2014: ₩606,013 (-39.40%); 2015: ₩960,548 (58.50%); 2016: ₩1,250,273 (30.16%); 2017: ₩13,166,112 (953.06%); 2018: ₩5,789,715 (-56.03%); 2019: ₩7,436,821 (28.45%); 2020: ₩11,901,984 (60.04%); 2021: ₩22,866,098 (92.12%); 2022: ₩7,772,490 (-66.01%); 2023: ₩11,344,628 (45.96%); 2024: ₩17,138,130 (51.07%); 2025: ₩15,495,302 (-9.59%)"
18,43,"₩12,487,334",1148.73%,566,"2014: ₩572,649 (-42.74%); 2015: ₩773,431 (35.06%); 2016: ₩1,030,638 (33.26%); 2017: ₩10,537,123 (922.39%); 2018: ₩4,933,653 (-53.18%); 2019: ₩6,532,923 (32.42%); 2020: ₩10,326,727 (58.07%); 2021: ₩18,365,166 (77.84%); 2022: ₩6,531,403 (-64.44%); 2023: ₩10,113,480 (54.84%); 2024: ₩13,962,674 (38.06%); 2025: ₩12,487,334 (-10.57%)"
